id,exam,subject,tag,question,choice1,choice2,choice3,choice4,answer,explanation,core_id,source,round,ai_corrected
221,ipe_industrial,1,2025_1,자원 보호 기법 중 접근 제어 행렬에서 수평으로 있는 각 행들만을 따온 것으로서 각 영역에 대한 권한은 객체와 그 객체에 허용된 연산자로 구성되는 것은?,Global Table,Access Control List,Capability List,Lock/Key,3,"권한 리스트(Capability List)는 접근 제어 행렬을 '행(사용자/영역)' 기준으로 구성해, 각 영역이 어떤 객체에 어떤 권한을 갖는지 표현하는 기법입니다.",69,cbt,2025_1,0
222,ipe_industrial,1,2022_2,사용자 인터페이스 설계를 위한 인간공학적 원리에 포함되지 않는 것은?,지름길을 제공한다.,작업의 진행 상황을 알려준다.,일관된 인터페이스를 가진다.,사용자의 비전문성을 인정하지 않는다.,4,"사용자 인터페이스 설계의 인간공학적 원리는 사용자의 비전문성을 '고려'해 쉽게 설계하는 것이지, 이를 인정하지 않는 것이 아닙니다.",70,cbt,2022_2,0
223,ipe_industrial,1,2026_1,사용자 인터페이스 설계를 위한 인간공학적 원리에 포함되지 않는 것은?,지름길을 제공한다.,작업의 진행 상황을 알려준다.,일관된 인터페이스를 가진다.,사용자의 비전문성을 인정하지 않는다.,4,"사용자 인터페이스 설계의 인간공학적 원리는 사용자의 비전문성을 '고려'해 쉽게 설계하는 것이지, 이를 인정하지 않는 것이 아닙니다.",70,cbt,2026_1,0
224,ipe_industrial,1,2022_2,소프트웨어 형상 관리에서 관리 항목에 포함되지 않는 것은?,프로젝트 개발 비용,소스 코드,운영 및 설치 지침서,프로젝트 요구 분석서,1,"형상 관리 대상은 소스 코드, 요구 분석서, 설치 지침서 등 소프트웨어 산출물입니다. 프로젝트 개발 비용은 형상 관리 항목이 아닙니다.",71,cbt,2022_2,0
225,ipe_industrial,1,2022_2,데이터 전송 방식 중 패킷 교환 방식에 대한 설명으로 틀린 것은?,가상 회선 방식과 데이터그램 방식이 있다.,전송에 실패한 패킷의 경우 재전송이 가능하다.,패킷 단위로 헤더를 추가하므로 패킷별 오버헤드가 발생한다.,실시간 전송이나 대량의 데이터 전송에 적합하다.,4,"패킷 교환 방식은 짧은 메시지·대화형 트래픽에 적합하며, 실시간·대용량 전송에는 회선 교환 방식이 더 적합합니다.",72,cbt,2022_2,0
226,ipe_industrial,1,2024_1,데이터 전송 방식 중 패킷 교환 방식에 대한 설명으로 틀린 것은?,가상 회선 방식과 데이터그램 방식이 있다.,전송에 실패한 패킷의 경우 재전송이 가능하다.,패킷 단위로 헤더를 추가하므로 패킷별 오버헤드가 발생한다.,실시간 전송이나 대량의 데이터 전송에 적합하다.,4,"패킷 교환 방식은 짧은 메시지·대화형 트래픽에 적합하며, 실시간·대용량 전송에는 회선 교환 방식이 더 적합합니다.",72,cbt,2024_1,0
227,ipe_industrial,1,2024_3,데이터 전송 방식 중 패킷 교환 방식에 대한 설명으로 틀린 것은?,가상 회선 방식과 데이터그램 방식이 있다.,전송에 실패한 패킷의 경우 재전송이 가능하다.,패킷 단위로 헤더를 추가하므로 패킷별 오버헤드가 발생한다.,실시간 전송이나 대량의 데이터 전송에 적합하다.,4,"패킷 교환 방식은 짧은 메시지·대화형 트래픽에 적합하며, 실시간·대용량 전송에는 회선 교환 방식이 더 적합합니다.",72,cbt,2024_3,0
228,ipe_industrial,1,2022_2,"다음 괄호에 들어갈 알맞은 용어는? (     )는 구체 클래스에서 구현하려는 기능들의 공통점만 을 모은 것으로, 인스턴스 생성이 불가능하여 구체 클래 스가 (     )를 상속받아 구체화한 후 구체 클래스의 인스 턴스를 생성하는 방식으로 사용한다.",서브 클래스,제어 클래스,추상 클래스,조상 클래스,3,"추상 클래스는 구체 클래스들이 구현할 기능의 공통점만 모아 놓은 것으로 그 자체로는 인스턴스를 생성할 수 없고, 하위 클래스가 상속받아 구체화한 뒤 인스턴스를 생성합니다.",73,cbt,2022_2,0
229,ipe_industrial,1,2023_3,"다음 괄호에 들어갈 알맞은 용어는? (     )는 구체 클래스에서 구현하려는 기능들의 공통점만 을 모은 것으로, 인스턴스 생성이 불가능하여 구체 클래 스가 (     )를 상속받아 구체화한 후 구체 클래스의 인스 턴스를 생성하는 방식으로 사용한다.",서브 클래스,제어 클래스,추상 클래스,조상 클래스,3,"추상 클래스는 구체 클래스들이 구현할 기능의 공통점만 모아 놓은 것으로 그 자체로는 인스턴스를 생성할 수 없고, 하위 클래스가 상속받아 구체화한 뒤 인스턴스를 생성합니다.",73,cbt,2023_3,0
230,ipe_industrial,1,2024_2,"다음 괄호에 들어갈 알맞은 용어는? (     )는 구체 클래스에서 구현하려는 기능들의 공통점만 을 모은 것으로, 인스턴스 생성이 불가능하여 구체 클래 스가 (     )를 상속받아 구체화한 후 구체 클래스의 인스 턴스를 생성하는 방식으로 사용한다.",서브 클래스,제어 클래스,추상 클래스,조상 클래스,3,"추상 클래스는 구체 클래스들이 구현할 기능의 공통점만 모아 놓은 것으로 그 자체로는 인스턴스를 생성할 수 없고, 하위 클래스가 상속받아 구체화한 뒤 인스턴스를 생성합니다.",73,cbt,2024_2,0
231,ipe_industrial,1,2026_1,"다음 괄호에 들어갈 알맞은 용어는? (     )는 구체 클래스에서 구현하려는 기능들의 공통점만 을 모은 것으로, 인스턴스 생성이 불가능하여 구체 클래 스가 (     )를 상속받아 구체화한 후 구체 클래스의 인스 턴스를 생성하는 방식으로 사용한다.",서브 클래스,제어 클래스,추상 클래스,조상 클래스,3,"추상 클래스는 구체 클래스들이 구현할 기능의 공통점만 모아 놓은 것으로 그 자체로는 인스턴스를 생성할 수 없고, 하위 클래스가 상속받아 구체화한 뒤 인스턴스를 생성합니다.",73,cbt,2026_1,0
232,ipe_industrial,1,2022_2,교착상태의 필요 조건에 해당하지 않는 것은?,Mutual Execlusion,Hold and Wait,Circular Wait,Preemption,4,"교착상태의 4대 필요조건은 상호 배제, 점유와 대기, 비선점(Non-preemption), 환형 대기입니다. Preemption(선점)이 가능하면 교착상태가 발생하지 않으므로 필요조건이 아닙니다.",74,cbt,2022_2,0
233,ipe_industrial,1,2023_3,교착상태의 필요 조건에 해당하지 않는 것은?,Mutual Execlusion,Hold and Wait,Circular Wait,Preemption,4,"교착상태의 4대 필요조건은 상호 배제, 점유와 대기, 비선점(Non-preemption), 환형 대기입니다. Preemption(선점)이 가능하면 교착상태가 발생하지 않으므로 필요조건이 아닙니다.",74,cbt,2023_3,0
234,ipe_industrial,1,2025_2,교착상태의 필요 조건에 해당하지 않는 것은?,Mutual Execlusion,Hold and Wait,Circular Wait,Preemption,4,"교착상태의 4대 필요조건은 상호 배제, 점유와 대기, 비선점(Non-preemption), 환형 대기입니다. Preemption(선점)이 가능하면 교착상태가 발생하지 않으므로 필요조건이 아닙니다.",74,cbt,2025_2,0
235,ipe_industrial,1,2022_2,운영체제의 발달 과정 순서를 옳게 나열한 것은? ㉮ 일괄 처리 시스템 ㉯ 분산 처리 시스템 ㉰ 다중 모드(Mode) 시스템 ㉱ 시분할 시스템,㉮ → ㉱ → ㉰ → ㉯,㉰ → ㉯ → ㉱ → ㉮,㉮ → ㉰ → ㉱ → ㉯,㉰ → ㉱ → ㉯ → ㉮,1,운영체제는 일괄 처리 → 다중 모드(다중 프로그래밍) → 시분할 → 분산 처리 순서로 발전했습니다.,75,cbt,2022_2,0
236,ipe_industrial,1,2025_1,운영체제의 발달 과정 순서를 옳게 나열한 것은? ㉮ 일괄 처리 시스템 ㉯ 분산 처리 시스템 ㉰ 다중 모드(Mode) 시스템 ㉱ 시분할 시스템,㉮ → ㉱ → ㉰ → ㉯,㉰ → ㉯ → ㉱ → ㉮,㉮ → ㉰ → ㉱ → ㉯,㉰ → ㉱ → ㉯ → ㉮,1,운영체제는 일괄 처리 → 다중 모드(다중 프로그래밍) → 시분할 → 분산 처리 순서로 발전했습니다.,75,cbt,2025_1,0
237,ipe_industrial,1,2022_2,X.25는 ITU-T 표준으로 호스트 시스템과 패킷 교환망 간 인터페이 스를 규정하고 있다. 이 기능에 포함되지 않는 것은?,전송 계층,물리 계층,프레임 계층,패킷 계층,1,"X.25는 물리 계층·프레임(링크) 계층·패킷 계층 3개 계층으로 규정되며, 전송 계층은 X.25의 규정 범위에 포함되지 않습니다.",76,cbt,2022_2,0
238,ipe_industrial,1,2023_2,X.25는 ITU-T 표준으로 호스트 시스템과 패킷 교환망 간 인터페이스 를 규정하고 있다. 이 기능에 포함되지 않는 것은?,전송 계층,물리 계층,프레임 계층,패킷 계층,1,"X.25는 물리 계층·프레임(링크) 계층·패킷 계층 3개 계층으로 규정되며, 전송 계층은 X.25의 규정 범위에 포함되지 않습니다.",76,cbt,2023_2,0
239,ipe_industrial,1,2023_3,X.25는 ITU-T 표준으로 호스트 시스템과 패킷 교환망 간 인터페이스 를 규정하고 있다. 이 기능에 포함되지 않는 것은?,전송 계층,물리 계층,프레임 계층,패킷 계층,1,"X.25는 물리 계층·프레임(링크) 계층·패킷 계층 3개 계층으로 규정되며, 전송 계층은 X.25의 규정 범위에 포함되지 않습니다.",76,cbt,2023_3,0
240,ipe_industrial,1,2025_2,X.25는 ITU-T 표준으로 호스트 시스템과 패킷 교환망 간 인터페이스 를 규정하고 있다. 이 기능에 포함되지 않는 것은?,전송 계층,물리 계층,프레임 계층,패킷 계층,1,"X.25는 물리 계층·프레임(링크) 계층·패킷 계층 3개 계층으로 규정되며, 전송 계층은 X.25의 규정 범위에 포함되지 않습니다.",76,cbt,2025_2,0
241,ipe_industrial,1,2025_3,X.25는 ITU-T 표준으로 호스트 시스템과 패킷 교환망 간 인터페이 스를 규정하고 있다. 이 기능에 포함되지 않는 것은?,물리 계층,프레임 계층,패킷 계층,전송 계층,4,"X.25는 물리 계층·프레임(링크) 계층·패킷 계층 3개 계층으로 규정되며, 전송 계층은 X.25의 규정 범위에 포함되지 않습니다.",76,cbt,2025_3,0
242,ipe_industrial,2,2022_2,자바스크립트의 Windows 객체에서 사용자로부터 데이터를 입력 받을 수 있는 메소드는?,prompt,alert,confirm,messagebox,1,"prompt()는 사용자로부터 텍스트를 입력받는 Windows 객체의 메소드입니다. alert()는 입력 없이 메시지만 표시, confirm()은 확인/취소만 선택합니다.",77,cbt,2022_2,0
243,ipe_industrial,2,2024_3,자바스크립트의 Windows 객체에서 사용자로부터 데이터를 입력 받을 수 있는 메소드는?,prompt,alert,confirm,messagebox,1,"prompt()는 사용자로부터 텍스트를 입력받는 Windows 객체의 메소드입니다. alert()는 입력 없이 메시지만 표시, confirm()은 확인/취소만 선택합니다.",77,cbt,2024_3,0
244,ipe_industrial,2,2025_1,자바스크립트의 Windows 객체에서 사용자로부터 데이터를 입력 받을 수 있는 메소드는?,prompt,alert,confirm,messagebox,1,"prompt()는 사용자로부터 텍스트를 입력받는 Windows 객체의 메소드입니다. alert()는 입력 없이 메시지만 표시, confirm()은 확인/취소만 선택합니다.",77,cbt,2025_1,0
245,ipe_industrial,2,2022_2,"시스템 기능이나 설계, 구현 단계에서의 문제점 등으로 인해 시스템 이 가지게 되는 보안 취약점을 가리키는 용어는?",Vulnerability,Security,Dependability,Reliability,1,Vulnerability(취약점)는 설계·구현 단계의 결함으로 인해 시스템이 갖게 되는 보안 약점을 의미합니다.,78,cbt,2022_2,0
246,ipe_industrial,2,2023_1,"시스템 기능이나 설계, 구현 단계에서의 문제점 등으로 인해 시스템 이 가지게 되는 보안 취약점을 가리키는 용어는?",Vulnerability,Security,Dependability,Reliability,1,Vulnerability(취약점)는 설계·구현 단계의 결함으로 인해 시스템이 갖게 되는 보안 약점을 의미합니다.,78,cbt,2023_1,0
247,ipe_industrial,2,2023_2,"시스템 기능이나 설계, 구현 단계에서의 문제점 등으로 인해 시스템 이 가지게 되는 보안 취약점을 가리키는 용어는?",Vulnerability,Security,Dependability,Reliability,1,Vulnerability(취약점)는 설계·구현 단계의 결함으로 인해 시스템이 갖게 되는 보안 약점을 의미합니다.,78,cbt,2023_2,0
248,ipe_industrial,2,2023_3,"시스템 기능이나 설계, 구현 단계에서의 문제점 등으로 인해 시스템 이 가지게 되는 보안 취약점을 가리키는 용어는?",Vulnerability,Security,Dependability,Reliability,1,Vulnerability(취약점)는 설계·구현 단계의 결함으로 인해 시스템이 갖게 되는 보안 약점을 의미합니다.,78,cbt,2023_3,0
249,ipe_industrial,2,2025_2,"시스템 기능이나 설계, 구현 단계에서의 문제점 등으로 인해 시스템 이 가지게 되는 보안 취약점을 가리키는 용어는?",Vulnerability,Security,Dependability,Reliability,1,Vulnerability(취약점)는 설계·구현 단계의 결함으로 인해 시스템이 갖게 되는 보안 약점을 의미합니다.,78,cbt,2025_2,0
250,ipe_industrial,2,2022_2,모듈 설계 시 유의사항으로 거리가 먼 것은?,적절한 크기로 설계한다.,추상화와 정보 은닉의 성격을 갖도록 한다.,보기 쉽고 이해가기 쉬워야 한다.,응집도를 최소화 한다.,4,모듈 설계 시에는 응집도를 '최대화'하고 결합도를 최소화해야 합니다. 응집도를 최소화한다는 것은 반대로 된 틀린 지침입니다.,79,cbt,2022_2,0
251,ipe_industrial,2,2025_1,모듈 설계 시 유의사항으로 거리가 먼 것은?,적절한 크기로 설계한다.,추상화와 정보 은닉의 성격을 갖도록 한다.,보기 쉽고 이해가기 쉬워야 한다.,응집도를 최소화 한다.,4,모듈 설계 시에는 응집도를 '최대화'하고 결합도를 최소화해야 합니다. 응집도를 최소화한다는 것은 반대로 된 틀린 지침입니다.,79,cbt,2025_1,0
252,ipe_industrial,2,2022_2,API(Application Programming Interface) 중 누구나 무료로 사용할 수 있도록 공개된 API를 무엇이라 하는가?,Free API,Java API,SUS,Open API,4,Open API는 누구나 무료로 사용할 수 있도록 외부에 공개된 API입니다.,80,cbt,2022_2,0
253,ipe_industrial,2,2023_2,API(Application Programming Interface) 중 누구나 무료로 사용할 수 있도록 공개된 API를 무엇이라 하는가?,Free API,Java API,SUS,Open API,4,Open API는 누구나 무료로 사용할 수 있도록 외부에 공개된 API입니다.,80,cbt,2023_2,0
254,ipe_industrial,2,2024_3,API(Application Programming Interface) 중 누구나 무료로 사용할 수 있도록 공개된 API를 무엇이라 하는가?,Free API,Java API,SUS,Open API,4,Open API는 누구나 무료로 사용할 수 있도록 외부에 공개된 API입니다.,80,cbt,2024_3,0
255,ipe_industrial,2,2022_2,외부 변수(External Variable)에 대한 설명으로 옳지 않은 것은?,외부 변수는 함수 밖에서 선언한다.,초기화하지 않으면 자동으로 0으로 초기화 된다.,함수가 종료되면 값도 소멸된다.,다른 파일에서 선언된 변수를 참조할 경우 초기화 할 수 없다.,3,외부 변수(전역 변수)는 함수가 종료되어도 프로그램이 끝날 때까지 값이 유지(소멸되지 않음)됩니다.,81,cbt,2022_2,0
257,ipe_industrial,2,2024_1,외부 변수(External Variable)에 대한 설명으로 옳지 않은 것은?,외부 변수는 함수 밖에서 선언한다.,초기화하지 않으면 자동으로 0으로 초기화 된다.,함수가 종료되면 값도 소멸된다.,다른 파일에서 선언된 변수를 참조할 경우 초기화 할 수 없다.,3,외부 변수(전역 변수)는 함수가 종료되어도 프로그램이 끝날 때까지 값이 유지(소멸되지 않음)됩니다.,81,cbt,2024_1,0
258,ipe_industrial,2,2025_2,외부 변수(External Variable)에 대한 설명으로 옳지 않은 것은?,외부 변수는 함수 밖에서 선언한다.,초기화하지 않으면 자동으로 0으로 초기화된다.,함수가 종료되면 값도 소멸된다.,다른 파일에서 선언된 변수를 참조할 경우 초기화 할 수 없다.,3,외부 변수(전역 변수)는 함수가 종료되어도 프로그램이 끝날 때까지 값이 유지(소멸되지 않음)됩니다.,81,cbt,2025_2,0
259,ipe_industrial,2,2026_1,외부 변수(External Variable)에 대한 설명으로 옳지 않은 것은?,외부 변수는 함수 밖에서 선언한다.,초기화하지 않으면 자동으로 0으로 초기화 된다.,함수가 종료되면 값도 소멸된다.,다른 파일에서 선언된 변수를 참조할 경우 초기화 할 수 없다.,3,외부 변수(전역 변수)는 함수가 종료되어도 프로그램이 끝날 때까지 값이 유지(소멸되지 않음)됩니다.,81,cbt,2026_1,0
260,ipe_industrial,2,2022_2,"캡슐화, 추상화, 상속성 등의 특징을 갖는 객체지향 언어는?",C,C++,COBOL,FORTRAN,2,C++는 캡슐화·추상화·상속성 등 객체지향 특성을 갖춘 언어입니다. C·COBOL·FORTRAN은 객체지향 언어가 아닙니다.,82,cbt,2022_2,0
261,ipe_industrial,2,2024_2,"캡슐화, 추상화, 상속성 등의 특징을 갖는 객체지향 언어는?",C,C++,COBOL,FORTRAN,2,C++는 캡슐화·추상화·상속성 등 객체지향 특성을 갖춘 언어입니다. C·COBOL·FORTRAN은 객체지향 언어가 아닙니다.,82,cbt,2024_2,0
262,ipe_industrial,2,2026_1,"캡슐화, 추상화, 상속성 등의 특징을 갖는 객체지향 언어는?",C,C++,COBOL,FORTRAN,2,C++는 캡슐화·추상화·상속성 등 객체지향 특성을 갖춘 언어입니다. C·COBOL·FORTRAN은 객체지향 언어가 아닙니다.,82,cbt,2026_1,0
263,ipe_industrial,2,2022_2,"Python에서 연속된 숫자를 생성하는 기능으로, 리스트의 생성 시나 반복문에 주로 활용되는 것은?",Goto,Range,Slice,Set,2,"range()는 Python에서 연속된 숫자(정수 수열)를 생성하는 함수로, for문이나 리스트 생성에 자주 사용됩니다.",83,cbt,2022_2,0
264,ipe_industrial,2,2023_3,"Python에서 연속된 숫자를 생성하는 기능으로, 리스트의 생성 시나 반복문에 주로 활용되는 것은?",Goto,Range,Slice,Set,2,"range()는 Python에서 연속된 숫자(정수 수열)를 생성하는 함수로, for문이나 리스트 생성에 자주 사용됩니다.",83,cbt,2023_3,0
265,ipe_industrial,2,2022_2,다음과 같이 HTML 문서를 작성했을 때 노란색 배경을 갖는 셀의 위치는? <html> <style> tr:nth-child(even) { background-color:yellow; } </style> <body> <table> <thead> <tr> <th></th> </tr> </thead> <tfoot> <tr> <td></td> </tr> </tfoot> <tbody> <tr> <td></td> </tr> <tr> <td></td> </tr> </tbody> </table> </body> </html>,1행,2행,3행,4행,3,"nth-child는 '같은 부모를 둔 형제 요소' 사이에서의 순번을 봅니다. thead의 tr은 thead의 유일한 자식(1번째), tfoot의 tr도 tfoot의 유일한 자식(1번째)이라 둘 다 홀수 번째라 대상이 아닙니다. tbody 안의 두 tr은 tbody의 1, 2번째 자식이므로 그중 2번째 tr만 짝수 번째로 노란 배경이 적용됩니다. 화면에는 브라우저가 tfoot을 항상 맨 아래로 재배치해 보여주므로, 실제 표시 순서는 thead행(1행)-tbody 1번째 행(2행)-tbody 2번째 행(3행)-tfoot행(4행)이 되어, 노란 배경이 적용되는 tbody 2번째 행은 화면상 3행이 됩니다.",84,cbt,2022_2,0
266,ipe_industrial,2,2023_2,다음과 같이 HTML 문서를 작성했을 때 노란색 배경을 갖는 셀의 위치는? <html> <style> tr:nth-child(even) { background-color:yellow; } </style> <body> <table> <thead> <tr> <th></th> </tr> </thead> <tfoot> <tr> <td></td> </tr> </tfoot> <tbody> <tr> <td></td> </tr> <tr> <td></td> </tr> </tbody> </table> </body> </html>,1행,2행,3행,4행,3,"nth-child는 '같은 부모를 둔 형제 요소' 사이에서의 순번을 봅니다. thead의 tr은 thead의 유일한 자식(1번째), tfoot의 tr도 tfoot의 유일한 자식(1번째)이라 둘 다 홀수 번째라 대상이 아닙니다. tbody 안의 두 tr은 tbody의 1, 2번째 자식이므로 그중 2번째 tr만 짝수 번째로 노란 배경이 적용됩니다. 화면에는 브라우저가 tfoot을 항상 맨 아래로 재배치해 보여주므로, 실제 표시 순서는 thead행(1행)-tbody 1번째 행(2행)-tbody 2번째 행(3행)-tfoot행(4행)이 되어, 노란 배경이 적용되는 tbody 2번째 행은 화면상 3행이 됩니다.",84,cbt,2023_2,0
267,ipe_industrial,2,2024_1,다음과 같이 HTML 문서를 작성했을 때 노란색 배경을 갖는 셀의 위치는? <html> <style> tr:nth-child(even) { background-color:yellow; } </style> <body> <table> <thead> <tr> <th></th> </tr> </thead> <tfoot> <tr> <td></td> </tr> </tfoot> <tbody> <tr> <td></td> </tr> <tr> <td></td> </tr> </tbody> </table> </body> </html>,1행,2행,3행,4행,3,"nth-child는 '같은 부모를 둔 형제 요소' 사이에서의 순번을 봅니다. thead의 tr은 thead의 유일한 자식(1번째), tfoot의 tr도 tfoot의 유일한 자식(1번째)이라 둘 다 홀수 번째라 대상이 아닙니다. tbody 안의 두 tr은 tbody의 1, 2번째 자식이므로 그중 2번째 tr만 짝수 번째로 노란 배경이 적용됩니다. 화면에는 브라우저가 tfoot을 항상 맨 아래로 재배치해 보여주므로, 실제 표시 순서는 thead행(1행)-tbody 1번째 행(2행)-tbody 2번째 행(3행)-tfoot행(4행)이 되어, 노란 배경이 적용되는 tbody 2번째 행은 화면상 3행이 됩니다.",84,cbt,2024_1,0
268,ipe_industrial,2,2025_1,다음과 같이 HTML 문서를 작성했을 때 노란색 배경을 갖는 셀의 위치는? <html> <style> tr:nth-child(even) { background-color:yellow; } </style> <body> <table> <thead> <tr> <th></th> </tr> </thead> <tfoot> <tr> <td></td> </tr> </tfoot> <tbody> <tr> <td></td> </tr> <tr> <td></td> </tr> </tbody> </table> </body> </html>,1행,2행,3행,4행,3,"nth-child는 '같은 부모를 둔 형제 요소' 사이에서의 순번을 봅니다. thead의 tr은 thead의 유일한 자식(1번째), tfoot의 tr도 tfoot의 유일한 자식(1번째)이라 둘 다 홀수 번째라 대상이 아닙니다. tbody 안의 두 tr은 tbody의 1, 2번째 자식이므로 그중 2번째 tr만 짝수 번째로 노란 배경이 적용됩니다. 화면에는 브라우저가 tfoot을 항상 맨 아래로 재배치해 보여주므로, 실제 표시 순서는 thead행(1행)-tbody 1번째 행(2행)-tbody 2번째 행(3행)-tfoot행(4행)이 되어, 노란 배경이 적용되는 tbody 2번째 행은 화면상 3행이 됩니다.",84,cbt,2025_1,0
269,ipe_industrial,2,2026_1,다음과 같이 HTML 문서를 작성했을 때 노란색 배경을 갖는 셀의 위치는? <html> <style> tr:nth-child(even) { background-color:yellow; } </style> <body> <table> <thead> <tr> <th></th> </tr> </thead> <tfoot> <tr> <td></td> </tr> </tfoot> <tbody> <tr> <td></td> </tr> <tr> <td></td> </tr> </tbody> </table> </body> </html>,1행,2행,3행,4행,3,"nth-child는 '같은 부모를 둔 형제 요소' 사이에서의 순번을 봅니다. thead의 tr은 thead의 유일한 자식(1번째), tfoot의 tr도 tfoot의 유일한 자식(1번째)이라 둘 다 홀수 번째라 대상이 아닙니다. tbody 안의 두 tr은 tbody의 1, 2번째 자식이므로 그중 2번째 tr만 짝수 번째로 노란 배경이 적용됩니다. 화면에는 브라우저가 tfoot을 항상 맨 아래로 재배치해 보여주므로, 실제 표시 순서는 thead행(1행)-tbody 1번째 행(2행)-tbody 2번째 행(3행)-tfoot행(4행)이 되어, 노란 배경이 적용되는 tbody 2번째 행은 화면상 3행이 됩니다.",84,cbt,2026_1,0
270,ipe_industrial,2,2022_2,객체지향 개념에서 이미 정의되어 있는 상위 클래스(슈퍼 클래스 혹은 부모 클래스)의 메소드를 비롯한 모든 속성을 하위 클래스가 물려 받는 것을 무엇이라고 하는가?,Abstraction,Method,Inheritance,Message,3,상속(Inheritance)은 상위 클래스의 속성과 메소드를 하위 클래스가 물려받는 개념입니다.,85,cbt,2022_2,0
271,ipe_industrial,2,2022_2,HTML이 호출될 때 자바스크립트를 이용하여 안내 문구를 전달하고 싶은 경우 사용할 수 있는 메소드는?,alert,prompt,input,scan,1,alert()는 사용자에게 안내 문구(메시지)만 전달하는 자바스크립트 대화상자 메소드입니다.,86,cbt,2022_2,0
272,ipe_industrial,2,2023_1,HTML이 호출될 때 자바스크립트를 이용하여 안내 문구를 전달하고 싶은 경우 사용할 수 있는 메소드는?,alert,prompt,input,scan,1,alert()는 사용자에게 안내 문구(메시지)만 전달하는 자바스크립트 대화상자 메소드입니다.,86,cbt,2023_1,0
273,ipe_industrial,2,2023_3,HTML이 호출될 때 자바스크립트를 이용하여 안내 문구를 전달하고 싶은 경우 사용할 수 있는 메소드는?,alert,prompt,input,scan,1,alert()는 사용자에게 안내 문구(메시지)만 전달하는 자바스크립트 대화상자 메소드입니다.,86,cbt,2023_3,0
274,ipe_industrial,2,2022_2,자바스크립트에서 배열에 데이터를 입력하고자 할 때 사용하는 메소드는?,push,add,pop,shift,1,"push()는 배열의 끝에 새로운 데이터를 추가하는 JavaScript 배열 메소드입니다. pop은 제거, shift는 앞에서 제거하는 메소드입니다.",87,cbt,2022_2,0
275,ipe_industrial,2,2023_1,자바스크립트에서 배열에 데이터를 입력하고자 할 때 사용하는 메소드는?,push,add,pop,shift,1,"push()는 배열의 끝에 새로운 데이터를 추가하는 JavaScript 배열 메소드입니다. pop은 제거, shift는 앞에서 제거하는 메소드입니다.",87,cbt,2023_1,0
276,ipe_industrial,2,2024_1,자바스크립트에서 배열에 데이터를 입력하고자 할 때 사용하는 메소드는?,push,add,pop,shift,1,"push()는 배열의 끝에 새로운 데이터를 추가하는 JavaScript 배열 메소드입니다. pop은 제거, shift는 앞에서 제거하는 메소드입니다.",87,cbt,2024_1,0
277,ipe_industrial,2,2022_2,"다음은 아이디와 패스워드를 입력하는 로그인 창을 자바스크립트 로 구현한 것이다. 괄호(㉠, ㉡)에 들어갈 적합한 속성은? <html> <head> <title>Login</title> </head> <body> <form (  ㉠  )=""post"" (  ㉡  )=""log01.jsp""> <p>ID:<input type=""text"" name=""id""></p> <p>PW:<input type=""password"" name=""pw""></p> <p><input type=""submit"" value=""Send""></p> </form> </body> </html>","㉠-method, ㉡-action","㉠-action, ㉡-function","㉠-function, ㉡-name","㉠-name, ㉡-method",1,"<form> 태그에서 method 속성은 전송 방식(post/get), action 속성은 전송될 대상 URL을 지정합니다.",88,cbt,2022_2,0
278,ipe_industrial,2,2023_1,"다음은 아이디와 패스워드를 입력하는 로그인 창을 자바스크립트로 구현한 것이다. 괄호(㉠, ㉡)에 들어갈 적합한 속성은? <html> <head> <title>Login</title> </head> <body> <form (  ㉠  )=""post"" (  ㉡  )=""log01.jsp""> <p>ID:<input type=""text"" name=""id""></p> <p>PW:<input type=""password"" name=""pw""></p> <p><input type=""submit"" value=""Send""></p> </form> </body> </html>","㉠-method, ㉡-action","㉠-action, ㉡-function","㉠-function, ㉡-name","㉠-name, ㉡-method",1,"<form> 태그에서 method 속성은 전송 방식(post/get), action 속성은 전송될 대상 URL을 지정합니다.",88,cbt,2023_1,0
279,ipe_industrial,2,2023_3,"다음은 아이디와 패스워드를 입력하는 로그인 창을 자바스크립트로 구현한 것이다. 괄호(㉠, ㉡)에 들어갈 적합한 속성은? <html> <head> <title>Login</title> </head> <body> <form (  ㉠  )=""post"" (  ㉡  )=""log01.jsp""> <p>ID:<input type=""text"" name=""id""></p> <p>PW:<input type=""password"" name=""pw""></p> <p><input type=""submit"" value=""Send""></p> </form> </body> </html>","㉠-method, ㉡-action","㉠-action, ㉡-function","㉠-function, ㉡-name","㉠-name, ㉡-method",1,"<form> 태그에서 method 속성은 전송 방식(post/get), action 속성은 전송될 대상 URL을 지정합니다.",88,cbt,2023_3,0
280,ipe_industrial,2,2022_2,"다음 Java 프로그램이 실행되었을 때, 실행 결과는? public class Test { public static void main(String args[]) { int a, b, c, d; a = b = 5; c = --a % --a; d = b++ * b++; System.out.printf(""%d, %d"", c, d); } }","0, 25","1, 25","0, 30","1, 30",4,"a=b=5로 a,b 모두 5에서 시작합니다. c=--a % --a: 첫 --a로 a=4(4 사용), 두 번째 --a로 a=3(3 사용) → c=4%3=1. d=b++ * b++: 첫 b++는 5를 사용 후 b=6, 두 번째 b++는 6을 사용 후 b=7 → d=5*6=30. 결과는 '1, 30'입니다.",89,cbt,2022_2,0
